transaction_id,customer_id,date,revenue,category,channel,payment_method,delivery_days,satisfaction_score,segment,region,age_group,month_num
T013150,C00736,2024-01-20,24.81,Fashion,Mobile App,Wallet,5,3,Budget,East,26-35,13
T001037,C00683,2024-01-20,33.75,Fashion,Web,Credit Card,3,4,Premium,North,60+,13
T007675,C00045,2024-01-20,85.63,Fashion,Mobile App,Credit Card,3,5,Regular,West,26-35,13
T007823,C01423,2024-01-20,128.61,Home,Web,Credit Card,6,3,Premium,East,26-35,13
T000280,C00099,2024-01-20,82.1,Home,Web,Credit Card,6,2,Premium,East,26-35,13
T009915,C00686,2024-01-20,69.14,Home,Store,UPI,4,4,Regular,North,18-25,13
T006101,C00935,2024-01-20,75.6,Electronics,Web,Debit Card,6,3,Premium,East,36-45,13
T010012,C01867,2024-01-20,462.31,Sports,Web,Credit Card,4,2,Premium,South,36-45,13
T002277,C00491,2024-01-20,130.04,Beauty,Mobile App,UPI,4,4,Regular,North,26-35,13
T001826,C01629,2024-01-20,306.54,Fashion,Web,Credit Card,7,2,Premium,East,26-35,13
T010124,C01216,2024-01-20,154.07,Home,Web,Credit Card,5,2,Regular,North,18-25,13
T012789,C01594,2024-01-20,162.65,Home,Mobile App,UPI,5,3,Premium,East,26-35,13
T013514,C00640,2024-01-20,32.52,Electronics,Store,Credit Card,7,3,Regular,East,26-35,13
T012013,C01952,2024-01-20,74.1,Electronics,Web,Credit Card,3,4,Regular,West,26-35,13
T013691,C01849,2024-01-21,48.19,Home,Web,Credit Card,5,3,Budget,East,60+,13
T004334,C01856,2024-01-21,23.84,Electronics,Mobile App,Credit Card,4,3,Regular,North,36-45,13
T008295,C00877,2024-01-21,56.24,Electronics,Mobile App,UPI,4,3,Budget,South,26-35,13
T011970,C01428,2024-01-21,45.46,Beauty,Web,Credit Card,5,3,Budget,East,26-35,13
T002587,C01830,2024-01-21,140.46,Home,Mobile App,Debit Card,3,4,Regular,North,18-25,13
T008470,C01580,2024-01-21,148.1,Fashion,Web,Credit Card,5,2,Regular,South,26-35,13
T003619,C01864,2024-01-21,18.73,Electronics,Mobile App,Wallet,3,3,Regular,North,36-45,13
T000956,C01531,2024-01-21,165.08,Home,Web,Wallet,4,4,Regular,North,36-45,13
T010459,C00358,2024-01-21,141.12,Beauty,Web,Credit Card,4,3,Regular,North,26-35,13
T001514,C01960,2024-01-21,20.46,Fashion,Web,Wallet,4,4,Budget,North,46-60,13
T001543,C00965,2024-01-21,195.47,Electronics,Web,Debit Card,5,3,Regular,West,18-25,13
T008076,C00705,2024-01-21,289.26,Home,Web,UPI,7,3,Premium,East,18-25,13
T009701,C00799,2024-01-21,33.76,Home,Web,UPI,4,3,Regular,West,26-35,13
T000661,C01885,2024-01-21,740.19,Beauty,Mobile App,Debit Card,5,3,Premium,West,26-35,13
T003964,C01021,2024-01-21,37.88,Fashion,Web,Credit Card,2,5,Regular,North,36-45,13
T010425,C00923,2024-01-21,74.93,Sports,Web,Debit Card,4,3,Budget,West,36-45,13
T011974,C01272,2024-01-21,38.35,Beauty,Web,Debit Card,3,4,Budget,North,26-35,13
T012737,C00225,2024-01-21,691.02,Sports,Web,Credit Card,2,5,Regular,North,26-35,13
T003936,C00643,2024-01-21,389.25,Home,Web,Credit Card,5,3,Regular,East,36-45,13
T001065,C00005,2024-01-21,590.6,Electronics,Mobile App,Debit Card,2,4,Premium,North,36-45,13
T014121,C00110,2024-01-21,155.22,Beauty,Store,Debit Card,4,3,Premium,West,46-60,13
T009396,C00741,2024-01-21,123.57,Electronics,Web,Credit Card,5,3,Regular,South,36-45,13
T009673,C00897,2024-01-21,138.85,Electronics,Web,Wallet,3,5,Regular,South,18-25,13
T005769,C01831,2024-01-21,23.74,Fashion,Store,Credit Card,6,3,Budget,South,36-45,13
T009874,C01710,2024-01-22,172.24,Fashion,Store,Credit Card,2,5,Regular,West,26-35,13
T014163,C01698,2024-01-22,206.23,Fashion,Store,Debit Card,4,4,Premium,East,46-60,13
T006027,C01311,2024-01-22,690.45,Electronics,Mobile App,Wallet,7,2,Premium,East,60+,13
T007413,C00231,2024-01-22,30.53,Home,Store,Credit Card,7,2,Budget,East,26-35,13
T014368,C01204,2024-01-22,24.49,Fashion,Mobile App,Credit Card,5,3,Regular,West,46-60,13
T008286,C01846,2024-01-22,105.98,Fashion,Web,UPI,4,4,Regular,East,60+,13
T014188,C00790,2024-01-22,137.22,Home,Mobile App,Credit Card,5,3,Budget,West,36-45,13
T007401,C01107,2024-01-22,77.41,Sports,Web,UPI,7,2,Regular,East,18-25,13
T006442,C00142,2024-01-22,79.66,Fashion,Store,Wallet,4,5,Regular,South,26-35,13
T003555,C00743,2024-01-22,26.24,Home,Web,UPI,3,3,Budget,North,36-45,13
T003163,C01841,2024-01-22,150.14,Fashion,Web,Debit Card,3,4,Regular,South,46-60,13
T003588,C01508,2024-01-22,91.33,Home,Web,Wallet,4,4,Regular,South,60+,13
T002514,C00646,2024-01-22,59.14,Fashion,Web,UPI,5,3,Budget,South,46-60,13
T001184,C01415,2024-01-22,83.49,Sports,Mobile App,Credit Card,7,2,Regular,East,18-25,13
T000246,C00905,2024-01-22,92.6,Sports,Web,Credit Card,4,2,Regular,South,18-25,13
T004273,C00816,2024-01-23,183.11,Fashion,Web,UPI,6,2,Regular,East,36-45,13
T003914,C00295,2024-01-23,128.06,Fashion,Store,Credit Card,5,3,Premium,North,18-25,13
T000674,C01297,2024-01-23,231.46,Fashion,Store,Debit Card,5,3,Premium,East,36-45,13
T004691,C01877,2024-01-23,91.63,Electronics,Store,UPI,5,3,Regular,North,36-45,13
T001107,C00202,2024-01-23,33.88,Fashion,Web,Debit Card,4,3,Premium,North,18-25,13
T011835,C01198,2024-01-23,150.4,Fashion,Mobile App,Wallet,3,4,Budget,West,26-35,13
T001873,C01326,2024-01-23,76.73,Home,Web,Debit Card,6,3,Regular,East,26-35,13
T000899,C01593,2024-01-23,606.22,Fashion,Web,Credit Card,7,2,Premium,East,36-45,13
T011503,C00973,2024-01-23,94.01,Fashion,Web,Credit Card,4,3,Budget,East,18-25,13
T005017,C00953,2024-01-23,128.45,Electronics,Store,UPI,6,3,Premium,East,18-25,13
T001522,C00195,2024-01-23,211.61,Beauty,Web,Debit Card,4,3,Regular,North,18-25,13
T002717,C00165,2024-01-23,187.77,Electronics,Web,Wallet,3,4,Premium,South,60+,13
T010411,C01127,2024-01-23,154.01,Fashion,Mobile App,Debit Card,5,3,Premium,East,26-35,13
T008757,C01961,2024-01-23,410.2,Electronics,Store,Credit Card,6,4,Premium,East,36-45,13
T003467,C01671,2024-01-23,100.16,Fashion,Mobile App,Credit Card,5,3,Regular,North,46-60,13
T001446,C00684,2024-01-23,25.55,Fashion,Web,Credit Card,3,4,Regular,South,26-35,13
T003122,C00056,2024-01-23,24.56,Electronics,Store,Debit Card,6,2,Budget,East,36-45,13
T000988,C01457,2024-01-23,164.85,Electronics,Web,Credit Card,4,3,Regular,South,36-45,13
T006191,C00343,2024-01-23,283.6,Sports,Mobile App,Credit Card,2,4,Premium,North,26-35,13
T010093,C01812,2024-01-24,126.89,Home,Web,UPI,3,4,Budget,South,36-45,13
T013951,C01026,2024-01-24,84.16,Sports,Mobile App,Credit Card,3,4,Regular,South,36-45,13
T004509,C00751,2024-01-24,285.55,Electronics,Web,Debit Card,5,3,Premium,South,26-35,13
T010917,C00573,2024-01-24,115.25,Fashion,Web,Credit Card,6,2,Regular,South,26-35,13
T000112,C00593,2024-01-24,272.63,Electronics,Web,Debit Card,7,2,Premium,East,26-35,13
T005266,C01713,2024-01-24,96.07,Fashion,Store,Wallet,5,3,Budget,East,26-35,13
T004105,C00109,2024-01-24,171.95,Beauty,Mobile App,Credit Card,4,4,Regular,North,60+,13
T006632,C00501,2024-01-24,191.95,Electronics,Store,Credit Card,4,4,Regular,West,36-45,13
T010686,C00916,2024-01-24,306.67,Fashion,Web,Debit Card,5,3,Regular,East,36-45,13
T005185,C01320,2024-01-24,279.34,Fashion,Web,Credit Card,4,3,Premium,East,46-60,13
T007791,C00384,2024-01-24,121.94,Home,Web,Credit Card,6,2,Budget,South,46-60,13
T002400,C01170,2024-01-24,147.02,Home,Store,Wallet,3,5,Regular,South,26-35,13
T014992,C01520,2024-01-24,23.14,Fashion,Web,Wallet,5,3,Budget,North,36-45,13
T000065,C01621,2024-01-24,86.61,Fashion,Mobile App,UPI,5,3,Regular,East,26-35,13
T002820,C01649,2024-01-24,28.69,Electronics,Store,Debit Card,6,2,Budget,East,46-60,13
T006382,C01352,2024-01-24,55.53,Beauty,Mobile App,Credit Card,5,3,Regular,South,26-35,13
T003409,C00111,2024-01-24,23.55,Home,Web,Debit Card,2,4,Regular,North,46-60,13
T014703,C00770,2024-01-24,45.42,Fashion,Mobile App,Credit Card,6,1,Budget,East,18-25,13
T009278,C01834,2024-01-24,13.04,Electronics,Mobile App,Debit Card,5,3,Budget,South,36-45,13
T005670,C00416,2024-01-24,64.28,Fashion,Mobile App,Credit Card,3,4,Regular,West,36-45,13
T002512,C01498,2024-01-24,110.2,Fashion,Mobile App,Credit Card,4,3,Regular,West,46-60,13
T007100,C01402,2024-01-24,263.93,Beauty,Mobile App,Debit Card,3,4,Premium,North,26-35,13
T007001,C01060,2024-01-24,301.32,Electronics,Mobile App,Credit Card,5,3,Regular,West,18-25,13
T009508,C01821,2024-01-24,57.55,Home,Web,Debit Card,5,3,Regular,South,26-35,13
T014209,C00699,2024-01-24,141.15,Electronics,Mobile App,Debit Card,6,3,Premium,East,36-45,13
T002423,C00714,2024-01-24,62.9,Fashion,Mobile App,Wallet,6,2,Regular,South,60+,13
T003141,C01796,2024-01-25,139.42,Beauty,Store,Debit Card,7,3,Premium,East,36-45,13
T014816,C00353,2024-01-25,36.45,Home,Web,Wallet,6,3,Regular,East,36-45,13
T001023,C01027,2024-01-25,66.24,Beauty,Web,UPI,3,4,Budget,West,36-45,13
T005250,C00621,2024-01-25,104.98,Home,Mobile App,Debit Card,6,3,Premium,East,26-35,13
T000839,C01236,2024-01-25,187.58,Fashion,Mobile App,Debit Card,5,4,Regular,North,26-35,13
T008672,C01817,2024-01-25,366.16,Beauty,Web,Debit Card,3,4,Regular,South,26-35,13
T001238,C01492,2024-01-25,173.67,Electronics,Web,Credit Card,4,3,Regular,East,26-35,13
T001363,C00563,2024-01-25,268.39,Electronics,Store,UPI,5,3,Premium,North,26-35,13
T003370,C00062,2024-01-25,393.75,Fashion,Store,Credit Card,5,2,Regular,South,60+,13
T014400,C00385,2024-01-25,154.84,Beauty,Web,UPI,5,4,Budget,South,36-45,13
T004419,C01981,2024-01-25,314.58,Electronics,Mobile App,UPI,5,4,Premium,West,36-45,13
T014282,C01152,2024-01-25,33.66,Fashion,Web,Credit Card,5,2,Budget,North,18-25,13
T009016,C00653,2024-01-25,134.82,Electronics,Store,UPI,4,4,Regular,South,36-45,13
T014815,C00162,2024-01-25,97.28,Electronics,Store,Credit Card,7,2,Regular,East,36-45,13
T010075,C00575,2024-01-25,56.39,Electronics,Web,Credit Card,5,3,Budget,North,46-60,13
T013271,C01177,2024-01-25,125.45,Electronics,Mobile App,Credit Card,7,2,Budget,East,36-45,13
T010307,C01645,2024-01-25,402.01,Sports,Web,Credit Card,7,2,Premium,East,26-35,13
T011253,C01422,2024-01-25,5.33,Home,Store,Credit Card,4,4,Regular,East,26-35,13
T004505,C00980,2024-01-25,36.3,Fashion,Mobile App,UPI,5,2,Regular,West,60+,13
T001931,C01634,2024-01-26,60.43,Home,Web,UPI,4,4,Budget,South,46-60,13
T007890,C01758,2024-01-26,225.76,Home,Mobile App,Credit Card,6,3,Regular,South,26-35,13
T000173,C00297,2024-01-26,33.75,Sports,Store,Debit Card,3,4,Budget,North,46-60,13
T011601,C00829,2024-01-26,53.51,Sports,Mobile App,Credit Card,4,3,Budget,South,36-45,13
T011969,C01240,2024-01-26,238.13,Home,Web,Wallet,6,2,Premium,East,26-35,13
T005937,C01083,2024-01-26,338.67,Electronics,Web,UPI,3,4,Regular,North,60+,13
T012408,C00674,2024-01-26,82.89,Home,Web,Credit Card,3,4,Regular,North,36-45,13
T004512,C01291,2024-01-26,9.43,Home,Web,Debit Card,4,4,Regular,North,18-25,13
T004582,C01941,2024-01-26,733.17,Electronics,Mobile App,Credit Card,5,3,Premium,East,46-60,13
T000632,C00481,2024-01-26,213.68,Fashion,Store,Credit Card,3,4,Regular,North,26-35,13
T001062,C00008,2024-01-26,43.64,Electronics,Mobile App,Debit Card,4,3,Budget,East,26-35,13
T012178,C00527,2024-01-26,415.68,Beauty,Store,Credit Card,5,3,Regular,North,46-60,13
T006019,C00759,2024-01-26,24.52,Sports,Store,Credit Card,7,3,Budget,East,26-35,13
T004688,C01264,2024-01-26,299.84,Beauty,Web,Credit Card,2,5,Regular,North,26-35,13
T001423,C01961,2024-01-26,105.17,Beauty,Store,Credit Card,7,3,Premium,East,36-45,13
T010641,C01423,2024-01-26,456.31,Fashion,Store,Debit Card,5,3,Premium,East,26-35,13
T003149,C01938,2024-01-26,78.39,Home,Mobile App,Credit Card,5,3,Budget,North,60+,13
T010199,C00848,2024-01-26,148.34,Electronics,Mobile App,Credit Card,5,3,Budget,North,36-45,13
T002801,C00872,2024-01-27,60.9,Beauty,Store,Debit Card,5,3,Regular,West,26-35,13
T004243,C01622,2024-01-27,289.63,Beauty,Web,UPI,5,3,Premium,North,46-60,13
T009404,C01078,2024-01-27,65.99,Home,Web,Credit Card,3,3,Regular,North,46-60,13
T012763,C01863,2024-01-27,333.45,Fashion,Web,Credit Card,6,3,Premium,South,36-45,13
T012308,C00630,2024-01-27,25.21,Fashion,Web,UPI,4,4,Regular,South,36-45,13
T009111,C01895,2024-01-27,47.47,Fashion,Web,Debit Card,5,3,Regular,East,26-35,13
T005308,C00734,2024-01-27,76.21,Fashion,Mobile App,Credit Card,5,3,Regular,West,36-45,13
T012910,C00657,2024-01-27,211.65,Beauty,Store,Credit Card,4,3,Regular,West,60+,13
T014607,C01064,2024-01-27,61.73,Beauty,Store,UPI,6,2,Regular,East,36-45,13
T005227,C01545,2024-01-27,40.21,Sports,Web,Wallet,5,2,Budget,West,26-35,13
T000501,C01151,2024-01-27,37.65,Electronics,Mobile App,UPI,4,3,Budget,East,26-35,13
T010850,C01656,2024-01-27,10.83,Fashion,Web,Credit Card,2,3,Budget,North,18-25,13
T012582,C00924,2024-01-27,123.06,Fashion,Web,Credit Card,2,4,Budget,North,18-25,13
T004612,C01620,2024-01-27,65.62,Fashion,Web,UPI,2,4,Budget,North,46-60,13
T005448,C00343,2024-01-27,120.12,Electronics,Web,Debit Card,4,3,Premium,North,26-35,13
T005610,C00786,2024-01-27,39.32,Fashion,Mobile App,Debit Card,3,3,Budget,North,18-25,13
T004262,C00826,2024-01-27,93.41,Fashion,Mobile App,UPI,3,4,Budget,West,26-35,13
T009636,C01390,2024-01-27,50.88,Beauty,Web,Wallet,7,2,Regular,East,18-25,13
T001379,C01155,2024-01-27,98.96,Home,Mobile App,UPI,3,4,Regular,South,36-45,13
T008715,C01530,2024-01-27,166.25,Sports,Web,Credit Card,4,4,Regular,South,26-35,13
T006558,C01145,2024-01-27,218.08,Sports,Mobile App,Wallet,2,5,Regular,North,36-45,13
T008670,C00031,2024-01-27,119.74,Home,Mobile App,UPI,4,4,Regular,North,60+,13
T010557,C00612,2024-01-27,33.1,Beauty,Store,Credit Card,2,4,Budget,North,46-60,13
T012715,C00606,2024-01-28,19.06,Electronics,Web,UPI,4,3,Regular,South,26-35,13
T000678,C00734,2024-01-28,95.19,Beauty,Store,Credit Card,2,5,Regular,West,36-45,13
T009738,C00419,2024-01-28,316.85,Fashion,Mobile App,Credit Card,5,3,Regular,North,26-35,13
T013668,C00919,2024-01-28,16.32,Electronics,Web,UPI,3,4,Budget,South,46-60,13
T004576,C00232,2024-01-28,195.36,Fashion,Mobile App,Debit Card,3,5,Regular,North,18-25,13
T004810,C00899,2024-01-28,404.1,Sports,Store,Credit Card,6,3,Premium,South,46-60,13
T000255,C01785,2024-01-28,179.19,Fashion,Mobile App,UPI,3,4,Regular,West,46-60,13
T014786,C01861,2024-01-28,45.42,Sports,Mobile App,Credit Card,4,4,Budget,West,36-45,13
T009306,C01080,2024-01-28,51.41,Electronics,Web,Credit Card,3,4,Budget,West,26-35,13
T004728,C01615,2024-01-28,41.12,Home,Web,Credit Card,5,2,Regular,South,26-35,13
T005953,C01497,2024-01-28,156.23,Beauty,Web,Credit Card,3,4,Regular,West,26-35,13
T013963,C01163,2024-01-28,98.71,Electronics,Mobile App,UPI,6,2,Regular,South,46-60,13
T008061,C00250,2024-01-28,105.15,Beauty,Web,Wallet,4,4,Budget,North,46-60,13
T001726,C01615,2024-01-28,194.0,Electronics,Store,Credit Card,4,2,Regular,South,26-35,13
T006810,C00626,2024-01-28,186.59,Fashion,Web,Credit Card,3,4,Regular,West,18-25,13
T014529,C00425,2024-01-28,159.88,Beauty,Store,Credit Card,3,5,Premium,North,26-35,13
T008587,C00483,2024-01-28,69.57,Fashion,Web,Debit Card,4,3,Regular,West,46-60,13
T011527,C00114,2024-01-28,113.78,Home,Web,Debit Card,2,5,Budget,West,26-35,13
T003782,C00665,2024-01-28,226.75,Fashion,Store,UPI,4,2,Premium,East,36-45,13
T009372,C01395,2024-01-28,103.46,Beauty,Web,Debit Card,3,4,Regular,West,26-35,13
T005945,C01130,2024-01-28,40.74,Beauty,Web,UPI,3,4,Regular,West,26-35,13
T009360,C01598,2024-01-28,50.79,Sports,Web,Credit Card,7,2,Premium,East,36-45,13
T001735,C01369,2024-01-28,332.38,Sports,Store,Credit Card,3,4,Premium,North,26-35,13
T003986,C00332,2024-01-28,69.93,Home,Mobile App,Debit Card,2,5,Budget,North,36-45,13
T011144,C00108,2024-01-28,45.36,Fashion,Mobile App,Credit Card,4,3,Budget,West,36-45,13
T012425,C01927,2024-01-28,126.99,Fashion,Store,Debit Card,6,2,Regular,East,36-45,13
T004682,C01171,2024-01-29,99.3,Electronics,Web,Wallet,4,3,Regular,East,36-45,13
T013516,C01044,2024-01-29,259.95,Home,Web,Credit Card,3,4,Regular,South,26-35,13
T007261,C01174,2024-01-29,250.48,Beauty,Mobile App,Credit Card,2,4,Regular,North,36-45,13
T012371,C00364,2024-01-29,48.53,Fashion,Mobile App,Debit Card,6,2,Regular,South,18-25,13
T010421,C01966,2024-01-29,21.62,Beauty,Mobile App,Wallet,5,3,Regular,East,36-45,13
T009122,C00453,2024-01-29,180.45,Home,Web,Debit Card,5,3,Regular,East,36-45,13
T010922,C01797,2024-01-29,149.1,Electronics,Web,UPI,4,3,Budget,South,26-35,13
T011780,C00395,2024-01-29,169.64,Electronics,Web,Credit Card,4,4,Regular,West,26-35,13
T004255,C01036,2024-01-29,142.25,Beauty,Web,UPI,2,4,Regular,North,46-60,13
T006419,C00079,2024-01-29,127.89,Home,Web,Credit Card,2,5,Regular,West,26-35,13
T003075,C01623,2024-01-29,40.92,Beauty,Mobile App,UPI,5,2,Regular,North,26-35,13
T000840,C00018,2024-01-29,106.92,Fashion,Web,Debit Card,2,5,Regular,West,26-35,13
T003139,C01425,2024-01-29,26.55,Fashion,Web,Credit Card,5,2,Budget,West,46-60,13
T001521,C00940,2024-01-29,132.13,Fashion,Store,Debit Card,5,3,Regular,North,36-45,13
T006740,C00533,2024-01-29,35.6,Beauty,Mobile App,Debit Card,4,5,Budget,North,26-35,13
T000993,C00575,2024-01-30,6.01,Electronics,Web,Debit Card,5,3,Budget,North,46-60,13
T001730,C01406,2024-01-30,84.99,Fashion,Web,Credit Card,5,3,Regular,West,26-35,13
T005672,C00505,2024-01-30,79.42,Fashion,Web,Debit Card,5,3,Regular,North,26-35,13
T003419,C01748,2024-01-30,102.06,Beauty,Web,Credit Card,3,4,Regular,South,26-35,13
T013991,C00753,2024-01-30,54.24,Beauty,Web,Credit Card,2,4,Regular,North,36-45,13
T001254,C01537,2024-01-30,200.21,Electronics,Web,UPI,2,4,Premium,North,26-35,13
T011620,C00642,2024-01-30,127.34,Electronics,Store,Credit Card,3,3,Regular,North,60+,13
T001174,C00826,2024-01-30,39.14,Electronics,Web,UPI,4,4,Budget,West,26-35,13
T008756,C00048,2024-01-30,18.95,Home,Mobile App,Credit Card,7,2,Regular,East,36-45,13
T005677,C01935,2024-01-30,95.78,Home,Store,Wallet,4,4,Regular,South,36-45,13
T008779,C00320,2024-01-30,129.75,Home,Web,Credit Card,5,3,Regular,South,18-25,13
T005634,C01559,2024-01-30,36.93,Fashion,Store,Wallet,2,4,Budget,North,26-35,13
T007500,C00178,2024-01-30,73.03,Home,Store,Credit Card,4,3,Regular,East,18-25,13
T007410,C01311,2024-01-30,575.7,Electronics,Mobile App,Credit Card,5,3,Premium,East,60+,13
T013086,C00817,2024-01-30,181.66,Electronics,Store,Debit Card,6,2,Regular,South,18-25,13
T009407,C01608,2024-01-30,47.42,Electronics,Mobile App,UPI,2,5,Budget,North,46-60,13
T002008,C00936,2024-01-30,166.05,Home,Web,UPI,2,5,Regular,North,18-25,13
T012094,C01713,2024-01-30,26.36,Home,Web,Credit Card,5,2,Budget,East,26-35,13
T000463,C00252,2024-01-31,14.07,Electronics,Web,Credit Card,5,3,Regular,West,18-25,13
T008455,C00470,2024-01-31,35.75,Beauty,Web,Credit Card,5,3,Budget,South,36-45,13
T002231,C00629,2024-01-31,89.78,Fashion,Store,Credit Card,5,4,Premium,South,18-25,13
T003796,C01887,2024-01-31,184.2,Home,Store,Credit Card,5,3,Premium,West,36-45,13
T005555,C00550,2024-01-31,65.59,Electronics,Mobile App,Credit Card,2,5,Budget,North,36-45,13
T007446,C01367,2024-01-31,94.12,Electronics,Mobile App,UPI,3,4,Budget,South,46-60,13
T013642,C00181,2024-01-31,184.08,Fashion,Store,Debit Card,3,4,Regular,South,36-45,13
T003254,C00915,2024-01-31,395.63,Electronics,Web,Wallet,2,5,Regular,North,46-60,13
T014506,C00893,2024-01-31,46.95,Fashion,Web,Credit Card,4,3,Budget,East,36-45,13
T011702,C01030,2024-01-31,4.02,Home,Mobile App,Debit Card,7,2,Budget,East,36-45,13
T005347,C00475,2024-01-31,15.34,Beauty,Web,UPI,3,4,Regular,South,18-25,13
T003898,C00229,2024-01-31,175.94,Beauty,Mobile App,Debit Card,3,4,Budget,North,26-35,13
T011452,C00780,2024-01-31,15.36,Sports,Store,UPI,4,3,Regular,North,46-60,13
T004886,C01144,2024-01-31,335.39,Fashion,Store,UPI,4,3,Regular,South,18-25,13
T000953,C00250,2024-01-31,45.52,Fashion,Mobile App,UPI,3,4,Budget,North,46-60,13
T014186,C01973,2024-02-01,230.59,Beauty,Mobile App,Credit Card,4,4,Regular,North,26-35,14
T001485,C01017,2024-02-01,258.67,Home,Mobile App,UPI,4,3,Premium,East,36-45,14
T001273,C01146,2024-02-01,8.89,Electronics,Mobile App,Debit Card,6,3,Budget,South,36-45,14
T010477,C00927,2024-02-01,81.19,Home,Web,Credit Card,5,4,Regular,West,26-35,14
T003740,C01957,2024-02-01,139.56,Fashion,Store,Credit Card,5,2,Regular,West,26-35,14
T008716,C01963,2024-02-01,46.54,Electronics,Mobile App,Wallet,3,4,Budget,North,26-35,14
T011282,C00550,2024-02-01,74.26,Electronics,Store,Credit Card,5,3,Budget,North,36-45,14
T011152,C01003,2024-02-01,75.81,Electronics,Mobile App,Credit Card,4,4,Budget,North,26-35,14
T006686,C00695,2024-02-01,439.5,Fashion,Mobile App,Debit Card,5,3,Premium,West,26-35,14
T007599,C01238,2024-02-01,97.56,Beauty,Store,UPI,5,3,Regular,West,26-35,14
T002429,C00497,2024-02-01,200.23,Beauty,Store,Credit Card,6,2,Regular,East,26-35,14
T000223,C01289,2024-02-01,124.82,Home,Mobile App,UPI,2,5,Premium,West,26-35,14
T005938,C00122,2024-02-01,39.39,Beauty,Mobile App,Wallet,4,2,Budget,South,46-60,14
T001416,C01499,2024-02-01,230.02,Fashion,Web,UPI,5,3,Regular,North,36-45,14
T010560,C01440,2024-02-01,218.48,Electronics,Mobile App,UPI,3,4,Regular,West,18-25,14
T005726,C01556,2024-02-01,55.42,Fashion,Web,Credit Card,7,3,Regular,East,46-60,14
T006220,C01520,2024-02-01,5.22,Fashion,Mobile App,Credit Card,4,4,Budget,North,36-45,14
T004617,C00140,2024-02-01,110.63,Electronics,Web,UPI,4,4,Budget,West,36-45,14
T005805,C01915,2024-02-01,134.12,Fashion,Mobile App,Debit Card,3,4,Regular,West,18-25,14
T011705,C00169,2024-02-02,224.33,Sports,Web,Credit Card,4,4,Premium,East,18-25,14
T011454,C00991,2024-02-02,161.39,Home,Store,Wallet,5,3,Budget,North,60+,14
T011582,C01826,2024-02-02,277.86,Electronics,Mobile App,Debit Card,2,5,Regular,North,36-45,14
T005880,C01501,2024-02-02,102.63,Home,Web,Credit Card,4,4,Regular,North,26-35,14
T008262,C00144,2024-02-02,39.22,Electronics,Web,UPI,6,3,Regular,South,26-35,14
T001819,C00315,2024-02-02,61.4,Home,Mobile App,Credit Card,5,3,Budget,West,60+,14
T004041,C01026,2024-02-02,20.45,Fashion,Mobile App,UPI,4,3,Regular,South,36-45,14
T012500,C00287,2024-02-02,81.92,Sports,Mobile App,Credit Card,2,4,Regular,West,18-25,14
T013134,C00631,2024-02-02,121.33,Fashion,Web,Credit Card,5,3,Budget,East,26-35,14
T010775,C01702,2024-02-02,105.78,Beauty,Web,Credit Card,7,2,Regular,East,26-35,14
T001678,C01255,2024-02-02,201.4,Beauty,Store,UPI,3,4,Regular,South,26-35,14
T014137,C01521,2024-02-02,467.51,Sports,Web,UPI,2,4,Premium,North,36-45,14
T004552,C00124,2024-02-02,342.38,Electronics,Mobile App,Debit Card,4,3,Premium,South,60+,14
T014612,C01781,2024-02-02,48.67,Electronics,Store,Debit Card,4,4,Premium,South,46-60,14
T012249,C01635,2024-02-02,41.47,Fashion,Mobile App,Debit Card,3,4,Budget,North,36-45,14
T011721,C00181,2024-02-02,70.6,Sports,Web,Credit Card,4,3,Regular,South,36-45,14
T002886,C00586,2024-02-02,164.79,Fashion,Store,Debit Card,6,2,Regular,East,26-35,14
T012561,C01018,2024-02-02,59.12,Sports,Web,UPI,6,2,Regular,South,26-35,14
T011042,C01102,2024-02-02,166.44,Beauty,Web,UPI,4,4,Budget,East,36-45,14
T014997,C00162,2024-02-02,170.25,Home,Web,UPI,5,3,Regular,East,36-45,14
T013697,C01089,2024-02-02,82.58,Fashion,Mobile App,Debit Card,4,4,Budget,East,46-60,14
T012635,C01810,2024-02-02,71.09,Home,Web,Credit Card,2,4,Premium,North,18-25,14
T009176,C01085,2024-02-02,188.34,Fashion,Mobile App,UPI,4,3,Budget,East,18-25,14
T010500,C01769,2024-02-02,148.19,Home,Mobile App,Debit Card,5,3,Regular,North,46-60,14
T010003,C00670,2024-02-02,119.05,Home,Web,Credit Card,5,3,Regular,South,26-35,14
T002477,C01663,2024-02-02,17.5,Fashion,Mobile App,Wallet,3,5,Budget,North,60+,14
T001859,C01851,2024-02-02,146.58,Home,Web,Wallet,6,2,Regular,South,26-35,14
T010139,C00842,2024-02-03,132.53,Electronics,Mobile App,Credit Card,5,3,Regular,East,46-60,14
T011550,C00406,2024-02-03,34.98,Fashion,Mobile App,Debit Card,5,3,Budget,East,36-45,14
T011141,C01567,2024-02-03,124.86,Home,Store,Credit Card,7,3,Regular,East,36-45,14
T007215,C00740,2024-02-03,50.59,Beauty,Mobile App,Debit Card,5,3,Regular,North,18-25,14
T005043,C01914,2024-02-03,178.04,Sports,Web,Credit Card,2,4,Regular,West,36-45,14
T006291,C01372,2024-02-03,44.7,Fashion,Web,Credit Card,7,1,Premium,East,26-35,14
T010730,C01746,2024-02-03,227.42,Electronics,Mobile App,UPI,5,3,Regular,North,36-45,14
