customer_id,segment,region,acquisition_date,age_group,last_purchase_date,days_since_purchase,is_churned
C00874,Regular,South,2023-03-16,18-25,2024-10-23,69,0
C00875,Premium,East,2022-10-05,18-25,2024-09-22,100,1
C00876,Premium,South,2023-04-27,26-35,2024-04-05,270,1
C00877,Budget,South,2022-04-24,26-35,2024-07-17,167,1
C00878,Regular,North,2023-04-22,46-60,2024-12-14,17,0
C00879,Premium,East,2022-11-17,46-60,2024-12-29,2,0
C00880,Regular,North,2022-06-28,26-35,2024-04-22,253,1
C00881,Regular,South,2022-08-07,26-35,2024-06-02,212,1
C00882,Regular,West,2023-06-12,26-35,2024-07-09,175,1
C00883,Premium,North,2023-05-07,26-35,2024-10-06,86,0
C00884,Premium,North,2022-03-02,26-35,2024-10-20,72,0
C00885,Budget,North,2022-02-23,26-35,2024-12-01,30,0
C00886,Premium,West,2023-06-22,26-35,2023-10-11,447,1
C00887,Regular,South,2022-03-06,18-25,2024-09-14,108,1
C00888,Regular,South,2022-06-20,18-25,2024-12-02,29,0
C00889,Premium,West,2022-09-30,26-35,2024-12-26,5,0
C00890,Regular,West,2023-06-19,36-45,2024-08-03,150,1
C00891,Budget,South,2023-01-26,26-35,2024-02-07,328,1
C00892,Budget,East,2022-11-23,26-35,2024-11-03,58,0
C00893,Budget,East,2022-04-18,36-45,2024-09-05,117,1
C00894,Regular,East,2022-06-11,46-60,2024-12-22,9,0
C00895,Regular,North,2023-03-28,46-60,2024-04-09,266,1
C00896,Regular,West,2022-07-25,36-45,2024-01-16,350,1
C00897,Regular,South,2022-01-16,18-25,2024-11-27,34,0
C00898,Budget,North,2022-11-23,36-45,2024-07-14,170,1
C00899,Premium,South,2022-01-02,46-60,2024-10-29,63,0
C00900,Premium,North,2022-01-10,18-25,2024-07-23,161,1
C00901,Regular,North,2023-03-10,36-45,2024-12-28,3,0
C00902,Premium,East,2022-05-05,46-60,2024-11-23,38,0
C00903,Premium,North,2022-03-22,26-35,2024-05-16,229,1
C00904,Regular,South,2023-04-30,18-25,2024-12-16,15,0
C00905,Regular,South,2022-05-30,18-25,2024-09-20,102,1
C00906,Budget,North,2022-12-06,26-35,2024-10-10,82,0
C00907,Budget,West,2022-05-09,26-35,2024-12-02,29,0
C00908,Regular,North,2023-03-14,36-45,2024-03-14,292,1
C00909,Regular,South,2023-05-16,36-45,2024-06-20,194,1
C00910,Regular,South,2022-02-27,26-35,2024-12-22,9,0
C00911,Regular,North,2022-07-17,46-60,2024-04-15,260,1
C00912,Regular,North,2022-07-30,26-35,2024-12-16,15,0
C00913,Regular,East,2022-02-14,18-25,2024-10-26,66,0
C00914,Regular,West,2022-04-07,46-60,2024-10-18,74,0
C00915,Regular,North,2022-10-06,46-60,2024-12-14,17,0
C00916,Regular,East,2023-06-19,36-45,2024-10-17,75,0
C00917,Regular,East,2023-02-14,46-60,2024-11-28,33,0
C00918,Budget,West,2023-04-06,36-45,2024-11-23,38,0
C00919,Budget,South,2023-01-26,46-60,2024-11-19,42,0
C00920,Premium,South,2022-02-13,26-35,2024-11-17,44,0
C00921,Budget,South,2022-01-27,36-45,2024-11-24,37,0
C00922,Regular,East,2022-04-07,60+,2024-08-30,123,1
C00923,Budget,West,2022-08-07,36-45,2024-01-21,345,1
C00924,Budget,North,2022-07-04,18-25,2024-09-14,108,1
C00925,Regular,South,2022-03-10,36-45,2024-11-26,35,0
C00926,Premium,West,2022-05-10,36-45,2024-12-13,18,0
C00927,Regular,West,2022-11-30,26-35,2024-12-08,23,0
C00928,Regular,West,2022-06-03,60+,2024-10-25,67,0
C00929,Regular,East,2022-03-20,26-35,2024-11-11,50,0
C00930,Regular,South,2023-02-17,26-35,2024-11-16,45,0
C00931,Premium,East,2023-06-30,60+,2024-12-24,7,0
C00932,Budget,East,2022-06-18,26-35,2024-10-08,84,0
C00933,Budget,North,2023-05-30,18-25,2024-09-26,96,1
C00934,Regular,South,2022-11-10,36-45,2024-05-16,229,1
C00935,Premium,East,2022-02-01,36-45,2024-06-21,193,1
C00936,Regular,North,2022-10-14,18-25,2024-10-04,88,0
C00937,Premium,East,2022-02-12,60+,2024-12-24,7,0
C00938,Budget,East,2022-01-01,36-45,2024-04-11,264,1
C00939,Premium,West,2022-09-27,36-45,2024-11-11,50,0
C00940,Regular,North,2022-06-29,36-45,2024-12-27,4,0
C00941,Regular,North,2023-06-02,36-45,2024-05-20,225,1
C00942,Regular,East,2022-04-13,26-35,2024-02-24,311,1
C00943,Regular,North,2022-01-10,26-35,2024-08-06,147,1
C00944,Budget,East,2022-03-31,36-45,2024-11-20,41,0
C00945,Regular,East,2022-08-14,46-60,2024-12-24,7,0
C00946,Premium,North,2022-05-06,18-25,2023-11-01,426,1
C00947,Premium,South,2022-07-28,36-45,2024-12-31,0,0
C00948,Budget,South,2022-04-07,46-60,2024-08-07,146,1
C00949,Budget,South,2022-03-15,26-35,2024-12-20,11,0
C00950,Regular,West,2022-07-10,18-25,2024-07-18,166,1
C00951,Regular,West,2022-02-25,26-35,2024-12-04,27,0
C00952,Regular,East,2022-02-01,36-45,2024-09-25,97,1
C00953,Premium,East,2023-06-11,18-25,2024-12-05,26,0
C00954,Budget,South,2022-10-11,26-35,2024-09-02,120,1
C00955,Regular,West,2023-05-09,36-45,2024-12-25,6,0
C00956,Regular,East,2022-07-06,36-45,2024-12-22,9,0
C00957,Regular,East,2023-05-13,26-35,2024-12-12,19,0
C00958,Premium,West,2023-03-18,26-35,2024-10-13,79,0
C00959,Premium,North,2022-05-10,46-60,2024-12-30,1,0
C00960,Budget,West,2022-10-19,60+,2024-12-20,11,0
C00961,Premium,North,2022-04-24,46-60,2024-02-25,310,1
C00962,Regular,South,2022-07-18,36-45,2024-12-04,27,0
C00963,Regular,South,2022-01-13,26-35,2024-11-29,32,0
C00964,Regular,West,2022-09-28,26-35,2024-10-12,80,0
C00965,Regular,West,2022-08-03,18-25,2024-04-26,249,1
C00966,Regular,East,2023-03-20,18-25,2024-09-19,103,1
C00967,Budget,East,2023-05-27,36-45,2024-10-30,62,0
C00968,Regular,East,2023-03-23,26-35,2024-11-26,35,0
C00969,Regular,West,2022-03-15,26-35,2024-11-21,40,0
C00970,Regular,South,2023-06-21,60+,2024-12-26,5,0
C00971,Regular,South,2022-04-11,26-35,2024-05-09,236,1
C00972,Budget,North,2022-06-25,18-25,2024-12-04,27,0
C00973,Budget,East,2023-03-03,18-25,2024-12-16,15,0
C00974,Regular,East,2022-04-27,36-45,2023-09-17,471,1
C00975,Premium,South,2022-06-15,36-45,2024-07-22,162,1
C00976,Regular,North,2022-02-10,26-35,2024-12-02,29,0
C00977,Regular,West,2023-03-05,36-45,2024-12-31,0,0
C00978,Premium,North,2022-12-10,46-60,2024-12-22,9,0
C00979,Regular,East,2023-02-28,46-60,2024-01-07,359,1
C00980,Regular,West,2023-01-01,60+,2024-10-25,67,0
C00981,Regular,South,2022-04-30,46-60,2024-10-26,66,0
C00982,Budget,North,2022-08-17,36-45,2024-11-17,44,0
C00983,Premium,East,2022-05-10,26-35,2024-12-10,21,0
C00984,Premium,West,2022-12-18,18-25,2024-08-22,131,1
C00985,Budget,South,2022-11-14,18-25,2024-10-06,86,0
C00986,Regular,West,2022-12-03,36-45,2024-12-06,25,0
C00987,Regular,North,2022-09-30,46-60,2024-10-22,70,0
C00988,Regular,South,2022-04-27,36-45,2024-12-31,0,0
C00989,Regular,East,2023-01-03,18-25,2024-12-25,6,0
C00990,Budget,West,2022-04-04,36-45,2024-04-23,252,1
C00991,Budget,North,2022-06-17,60+,2024-08-20,133,1
C00992,Regular,West,2022-12-07,36-45,2024-12-22,9,0
C00993,Regular,East,2022-06-01,46-60,2024-09-23,99,1
C00994,Regular,South,2022-10-01,46-60,2024-05-15,230,1
C00995,Regular,North,2023-05-11,60+,2024-09-22,100,1
C00996,Premium,West,2022-04-11,46-60,2024-12-13,18,0
C00997,Budget,North,2022-03-23,36-45,2023-08-02,517,1
C00998,Premium,South,2023-06-13,26-35,2024-12-10,21,0
C00999,Budget,North,2022-03-14,18-25,2024-12-15,16,0
C01000,Regular,West,2022-01-14,36-45,2024-12-20,11,0
C01001,Premium,East,2023-03-09,18-25,2023-05-09,602,1
C01002,Regular,East,2022-06-06,60+,2024-12-02,29,0
C01003,Budget,North,2022-05-12,26-35,2024-08-29,124,1
C01004,Budget,East,2022-12-04,46-60,2024-12-04,27,0
C01005,Budget,East,2023-02-08,26-35,2024-05-03,242,1
C01006,Regular,West,2023-01-11,26-35,2024-06-25,189,1
C01007,Regular,West,2022-04-17,60+,2023-08-17,502,1
C01008,Budget,North,2022-09-22,26-35,2024-11-15,46,0
C01009,Regular,East,2022-07-24,26-35,2024-11-18,43,0
C01010,Regular,North,2022-03-20,18-25,2024-11-24,37,0
C01011,Regular,South,2022-06-04,36-45,2024-10-09,83,0
C01012,Budget,North,2022-09-04,26-35,2024-12-03,28,0
C01013,Budget,South,2023-06-15,36-45,2024-11-14,47,0
C01014,Premium,South,2023-06-22,36-45,2024-10-25,67,0
C01015,Budget,East,2022-06-03,36-45,2024-08-26,127,1
C01016,Budget,South,2022-06-03,36-45,2024-12-31,0,0
C01017,Premium,East,2022-04-02,36-45,2024-12-07,24,0
C01018,Regular,South,2023-03-09,26-35,2024-05-23,222,1
C01019,Budget,North,2022-12-04,46-60,2024-12-18,13,0
C01020,Premium,East,2023-04-25,26-35,2024-07-07,177,1
C01021,Regular,North,2022-05-11,36-45,2024-11-07,54,0
C01022,Regular,South,2023-03-26,26-35,2024-09-12,110,1
C01023,Budget,East,2022-09-30,46-60,2024-12-13,18,0
C01024,Budget,South,2022-06-26,26-35,2023-10-07,451,1
C01025,Budget,North,2022-02-18,26-35,2024-12-03,28,0
C01026,Regular,South,2022-12-21,36-45,2024-04-26,249,1
C01027,Budget,West,2022-11-04,36-45,2024-12-05,26,0
C01028,Budget,East,2022-02-15,18-25,2024-08-24,129,1
C01029,Regular,East,2022-10-29,36-45,2024-11-30,31,0
C01030,Budget,East,2023-02-12,36-45,2024-07-06,178,1
C01031,Premium,North,2022-07-08,60+,2024-09-04,118,1
C01032,Regular,South,2022-05-09,36-45,2024-10-25,67,0
C01033,Regular,East,2023-06-21,26-35,2024-12-09,22,0
C01034,Premium,North,2022-09-23,26-35,2024-10-21,71,0
C01035,Premium,North,2022-04-28,46-60,2024-12-12,19,0
C01036,Regular,North,2023-04-09,46-60,2024-01-29,337,1
C01037,Regular,South,2022-05-24,26-35,2024-05-24,221,1
C01038,Budget,West,2023-03-18,26-35,2024-12-27,4,0
C01039,Premium,North,2022-07-19,36-45,2024-11-27,34,0
C01040,Regular,South,2022-06-06,26-35,2024-03-31,275,1
C01041,Regular,North,2023-05-02,26-35,2024-12-28,3,0
C01042,Budget,West,2022-05-14,26-35,2024-10-05,87,0
C01043,Regular,North,2022-05-28,26-35,2024-10-17,75,0
C01044,Regular,South,2022-12-02,26-35,2024-04-26,249,1
C01045,Budget,East,2022-03-12,36-45,2024-11-03,58,0
C01046,Regular,East,2022-08-21,26-35,2023-02-14,686,1
C01047,Regular,South,2022-11-30,26-35,2024-10-02,90,0
C01048,Premium,South,2022-03-31,26-35,2024-08-07,146,1
C01049,Budget,South,2022-11-30,26-35,2024-11-19,42,0
C01050,Premium,North,2022-07-18,26-35,2024-08-14,139,1
C01051,Budget,North,2022-06-10,26-35,2024-11-21,40,0
C01052,Regular,South,2023-06-22,36-45,2024-12-23,8,0
C01053,Budget,North,2022-05-01,18-25,2024-11-20,41,0
C01054,Budget,North,2022-10-28,18-25,2024-06-13,201,1
C01055,Budget,East,2023-03-12,18-25,2024-12-12,19,0
C01056,Regular,West,2022-03-09,36-45,2024-10-18,74,0
C01057,Budget,East,2023-04-04,46-60,2024-11-17,44,0
C01058,Regular,North,2023-05-29,18-25,2024-10-07,85,0
C01059,Regular,North,2023-02-02,60+,2024-10-04,88,0
C01060,Regular,West,2022-10-13,18-25,2024-09-19,103,1
C01061,Budget,North,2022-05-20,46-60,2024-06-27,187,1
C01062,Budget,North,2022-10-09,26-35,2024-11-30,31,0
C01063,Budget,East,2023-04-02,36-45,2024-06-27,187,1
C01064,Regular,East,2022-03-28,36-45,2024-11-22,39,0
C01065,Regular,East,2022-03-20,26-35,2024-08-31,122,1
C01066,Budget,North,2022-07-24,46-60,2024-09-22,100,1
C01067,Regular,North,2022-12-03,46-60,2024-12-19,12,0
C01068,Premium,West,2022-09-11,26-35,2024-12-20,11,0
C01069,Regular,North,2022-10-31,18-25,2024-07-07,177,1
C01070,Regular,East,2023-01-15,18-25,2024-12-02,29,0
C01071,Regular,East,2022-05-10,46-60,2024-08-03,150,1
C01072,Regular,East,2022-10-03,36-45,2024-03-14,292,1
C01073,Premium,South,2022-07-02,26-35,2024-12-14,17,0
C01074,Premium,North,2022-09-25,36-45,2024-12-29,2,0
C01075,Budget,East,2022-11-18,46-60,2024-07-02,182,1
C01076,Regular,West,2023-05-27,36-45,2024-11-28,33,0
C01077,Regular,West,2022-03-19,46-60,2024-11-30,31,0
C01078,Regular,North,2022-12-05,46-60,2024-08-27,126,1
C01079,Regular,North,2023-05-24,26-35,2024-12-29,2,0
C01080,Budget,West,2022-08-26,26-35,2024-10-27,65,0
C01081,Budget,East,2022-05-14,46-60,2024-06-23,191,1
C01082,Premium,West,2022-07-11,26-35,2024-05-02,243,1
C01083,Regular,North,2022-12-22,60+,2024-08-15,138,1
C01084,Budget,East,2022-10-05,18-25,2024-03-02,304,1
C01085,Budget,East,2022-01-18,18-25,2024-12-26,5,0
C01086,Regular,East,2023-06-08,60+,2024-11-22,39,0
C01087,Regular,South,2022-06-29,36-45,2024-11-15,46,0
C01088,Premium,North,2022-05-03,26-35,2024-06-22,192,1
C01089,Budget,East,2022-09-03,46-60,2024-05-27,218,1
C01090,Regular,North,2023-01-08,36-45,2024-07-02,182,1
C01091,Budget,South,2022-02-20,36-45,2024-07-13,171,1
C01092,Regular,West,2022-03-12,18-25,2024-10-06,86,0
C01093,Regular,South,2023-04-25,46-60,2024-09-26,96,1
C01094,Regular,West,2022-01-19,46-60,2024-11-30,31,0
C01095,Regular,North,2022-03-25,26-35,2024-12-20,11,0
C01096,Premium,East,2022-06-04,46-60,2024-12-27,4,0
C01097,Regular,West,2022-12-23,46-60,2024-11-11,50,0
C01098,Premium,North,2023-03-19,36-45,2024-10-02,90,0
C01099,Budget,North,2022-03-10,36-45,2024-12-11,20,0
C01100,Regular,South,2023-06-07,26-35,2024-10-23,69,0
C01101,Premium,North,2022-05-23,26-35,2024-09-10,112,1
C01102,Budget,East,2022-07-11,36-45,2024-11-22,39,0
C01103,Budget,West,2023-01-22,46-60,2024-08-29,124,1
C01104,Budget,South,2023-01-13,36-45,2024-08-05,148,1
C01105,Budget,North,2023-06-19,36-45,2024-10-20,72,0
C01106,Premium,South,2022-10-20,26-35,2024-03-05,301,1
C01107,Regular,East,2022-01-09,18-25,2024-12-17,14,0
C01108,Budget,North,2022-09-28,26-35,2024-11-22,39,0
C01109,Regular,East,2023-01-22,18-25,2024-09-02,120,1
C01110,Premium,East,2022-04-03,36-45,2024-12-03,28,0
C01111,Budget,East,2023-06-13,26-35,2024-10-28,64,0
C01112,Regular,North,2022-06-03,46-60,2024-08-01,152,1
C01113,Regular,East,2023-02-09,26-35,2024-08-27,126,1
C01114,Regular,North,2022-05-29,36-45,2024-07-24,160,1
C01115,Regular,North,2022-09-24,36-45,2024-11-13,48,0
C01116,Regular,West,2023-02-26,18-25,2024-09-03,119,1
C01117,Premium,East,2023-04-17,18-25,2024-09-13,109,1
C01118,Budget,North,2023-06-10,26-35,2024-11-29,32,0
C01119,Regular,North,2023-05-18,46-60,2024-12-01,30,0
C01120,Premium,North,2022-01-14,18-25,2024-10-22,70,0
C01121,Budget,North,2022-12-30,36-45,2024-09-12,110,1
C01122,Budget,North,2022-04-29,60+,2024-04-15,260,1
C01123,Budget,North,2022-08-26,46-60,2024-12-09,22,0
C01124,Budget,South,2023-06-30,26-35,2024-09-13,109,1
C01125,Regular,East,2022-06-18,60+,2024-12-06,25,0
C01126,Regular,East,2023-06-06,18-25,2024-10-26,66,0
C01127,Premium,East,2023-05-31,26-35,2024-12-09,22,0
C01128,Regular,North,2023-02-01,46-60,2024-12-26,5,0
C01129,Regular,West,2022-04-16,36-45,2024-12-29,2,0
C01130,Regular,West,2022-03-26,26-35,2024-12-03,28,0
C01131,Budget,West,2022-08-02,26-35,2024-11-05,56,0
C01132,Regular,West,2022-05-01,26-35,2024-04-19,256,1
C01133,Premium,West,2022-05-12,36-45,2024-10-21,71,0
C01134,Regular,South,2022-07-16,26-35,2024-10-13,79,0
C01135,Regular,North,2022-01-19,60+,2023-08-21,498,1
C01136,Premium,East,2022-01-12,60+,2024-11-22,39,0
C01137,Budget,East,2022-03-22,46-60,2024-11-08,53,0
C01138,Regular,East,2022-11-26,26-35,2024-12-17,14,0
C01139,Regular,South,2023-01-27,36-45,2024-08-22,131,1
C01140,Regular,North,2022-11-03,60+,2024-12-02,29,0
C01141,Budget,South,2022-09-24,46-60,2024-01-01,365,1
C01142,Regular,West,2023-03-23,26-35,2024-06-04,210,1
C01143,Regular,East,2023-03-17,18-25,2024-11-30,31,0
C01144,Regular,South,2022-01-02,18-25,2024-12-22,9,0
C01145,Regular,North,2023-06-04,36-45,2024-12-24,7,0
C01146,Budget,South,2022-11-05,36-45,2024-12-24,7,0
C01147,Budget,West,2023-06-06,46-60,2024-06-06,208,1
C01148,Regular,East,2023-04-14,26-35,2024-12-17,14,0
C01149,Budget,East,2022-07-31,26-35,2024-07-28,156,1
C01150,Budget,South,2022-04-22,26-35,2024-06-24,190,1
C01151,Budget,East,2022-01-08,26-35,2024-12-19,12,0
C01152,Budget,North,2023-04-22,18-25,2024-12-08,23,0
C01153,Regular,East,2023-04-05,36-45,2023-12-25,372,1
C01154,Regular,South,2022-09-10,36-45,2024-10-14,78,0
C01155,Regular,South,2023-06-10,36-45,2024-12-15,16,0
C01156,Budget,East,2023-03-14,26-35,2024-12-17,14,0
C01157,Premium,West,2022-08-24,26-35,2024-07-15,169,1
C01158,Budget,North,2022-11-02,26-35,2024-09-30,92,1
C01159,Budget,West,2023-04-23,46-60,2024-11-21,40,0
C01160,Premium,North,2022-01-20,18-25,2024-11-15,46,0
C01161,Budget,South,2022-08-04,46-60,2024-12-27,4,0
C01162,Premium,North,2022-05-15,26-35,2024-12-11,20,0
C01163,Regular,South,2022-05-09,46-60,2024-05-18,227,1
C01164,Budget,South,2023-02-14,46-60,2024-12-14,17,0
C01165,Premium,North,2023-02-26,26-35,2024-12-11,20,0
C01166,Budget,South,2022-10-21,36-45,2024-11-13,48,0
C01167,Budget,West,2022-09-03,26-35,2024-12-24,7,0
C01168,Regular,North,2022-03-27,46-60,2024-09-24,98,1
C01169,Premium,East,2023-01-10,26-35,2024-12-19,12,0
C01170,Regular,South,2023-03-22,26-35,2024-10-10,82,0
C01171,Regular,East,2023-01-13,36-45,2024-07-13,171,1
C01172,Budget,North,2023-01-25,46-60,2024-09-30,92,1
C01173,Regular,North,2022-02-20,26-35,2024-11-03,58,0
C01174,Regular,North,2022-08-30,36-45,2024-12-03,28,0
C01175,Regular,North,2022-10-21,26-35,2024-12-23,8,0
C01176,Regular,North,2022-09-23,26-35,2024-12-12,19,0
C01177,Budget,East,2022-04-30,36-45,2024-10-19,73,0
C01178,Premium,West,2022-09-05,26-35,2024-12-20,11,0
C01179,Budget,West,2022-03-11,26-35,2024-11-09,52,0
C01180,Regular,East,2022-02-26,46-60,2024-12-27,4,0
C01181,Budget,North,2023-01-17,18-25,2024-02-14,321,1
C01182,Regular,North,2022-02-08,36-45,2024-11-03,58,0
C01183,Regular,South,2023-03-19,26-35,2024-09-27,95,1
C01184,Budget,North,2022-01-18,18-25,2024-08-17,136,1
C01185,Premium,South,2022-12-18,26-35,2024-07-14,170,1
C01186,Budget,South,2022-10-25,36-45,2024-12-07,24,0
C01187,Regular,South,2022-10-10,36-45,2024-11-30,31,0
C01188,Premium,South,2022-04-20,18-25,2024-12-04,27,0
C01189,Regular,West,2022-06-29,18-25,2024-10-13,79,0
C01190,Budget,East,2023-06-28,60+,2024-11-29,32,0
C01191,Premium,South,2022-01-25,18-25,2024-10-02,90,0
C01192,Regular,West,2022-02-26,46-60,2024-12-03,28,0
C01193,Regular,West,2022-06-29,26-35,2024-12-10,21,0
C01194,Regular,South,2022-08-20,36-45,2024-09-07,115,1
C01195,Premium,South,2022-12-09,26-35,2024-06-22,192,1
C01196,Budget,South,2023-04-22,46-60,2024-09-13,109,1
C01197,Budget,West,2023-03-31,36-45,2024-08-21,132,1
C01198,Budget,West,2022-08-20,26-35,2024-09-10,112,1
C01199,Budget,North,2022-10-16,18-25,2024-12-24,7,0
C01200,Premium,South,2022-08-01,36-45,2024-12-24,7,0
C01201,Budget,East,2022-09-15,36-45,2024-12-03,28,0
C01202,Premium,South,2023-06-14,18-25,2024-11-09,52,0
C01203,Premium,North,2022-08-17,18-25,2024-07-13,171,1
C01204,Regular,West,2022-08-14,46-60,2024-11-14,47,0
C01205,Regular,East,2023-03-11,26-35,2024-12-08,23,0
C01206,Budget,West,2023-02-06,36-45,2024-10-02,90,0
C01207,Regular,West,2022-03-29,26-35,2024-12-25,6,0
C01208,Regular,East,2023-06-26,46-60,2024-11-15,46,0
C01209,Regular,South,2022-11-05,60+,2024-08-09,144,1
C01210,Budget,East,2022-12-09,60+,2024-11-20,41,0
C01211,Regular,North,2023-03-12,26-35,2024-10-07,85,0
C01212,Regular,East,2022-06-26,46-60,2024-12-03,28,0
C01213,Premium,North,2022-05-19,26-35,2024-06-21,193,1
C01214,Budget,East,2022-07-13,36-45,2024-08-24,129,1
C01215,Regular,North,2022-07-05,36-45,2023-12-22,375,1
C01216,Regular,North,2022-08-06,18-25,2024-11-18,43,0
C01217,Premium,North,2022-06-13,60+,2024-08-02,151,1
C01218,Regular,North,2022-06-10,18-25,2024-12-21,10,0
C01219,Regular,East,2023-06-09,36-45,2024-11-18,43,0
C01220,Regular,East,2022-02-11,46-60,2024-12-23,8,0
C01221,Budget,South,2022-07-29,46-60,2024-10-10,82,0
C01222,Premium,North,2022-10-02,18-25,2024-07-26,158,1
C01223,Regular,North,2022-10-06,26-35,2024-12-04,27,0
C01224,Budget,North,2022-09-08,46-60,2024-12-20,11,0
C01225,Regular,North,2022-11-06,26-35,2024-12-19,12,0
C01226,Regular,West,2022-05-20,26-35,2024-09-13,109,1
C01227,Regular,North,2023-06-30,26-35,2023-12-22,375,1
C01228,Regular,South,2023-06-14,26-35,2024-12-12,19,0
C01229,Budget,North,2022-02-26,46-60,2024-10-01,91,1
C01230,Regular,North,2022-04-22,26-35,2024-12-31,0,0
C01231,Budget,South,2022-01-05,36-45,2024-06-08,206,1
C01232,Regular,East,2023-02-14,26-35,2024-05-18,227,1
C01233,Regular,North,2023-02-18,26-35,2024-12-06,25,0
C01234,Premium,North,2022-07-01,18-25,2024-07-28,156,1
C01235,Regular,South,2022-01-13,26-35,2024-03-06,300,1
C01236,Regular,North,2022-12-05,26-35,2024-10-14,78,0
C01237,Budget,North,2022-09-16,36-45,2024-09-25,97,1
C01238,Regular,West,2022-03-31,26-35,2024-11-17,44,0
C01239,Budget,East,2022-09-07,26-35,2024-04-03,272,1
C01240,Premium,East,2022-09-12,26-35,2024-10-28,64,0
C01241,Budget,South,2022-04-18,26-35,2024-12-06,25,0
C01242,Budget,South,2023-04-30,60+,2024-12-31,0,0
C01243,Budget,South,2022-09-15,36-45,2024-06-22,192,1
C01244,Budget,East,2022-10-09,18-25,2024-12-21,10,0
C01245,Budget,East,2022-03-29,18-25,2024-11-16,45,0
C01246,Regular,North,2022-07-23,60+,2024-12-03,28,0
C01247,Premium,South,2022-01-16,26-35,2023-10-06,452,1
C01248,Premium,South,2022-05-31,46-60,2024-10-24,68,0
C01249,Budget,West,2022-09-11,18-25,2024-10-24,68,0
C01250,Regular,East,2022-07-07,60+,2024-04-27,248,1
C01251,Budget,South,2022-11-25,46-60,2024-12-10,21,0
C01252,Regular,North,2023-06-28,36-45,2024-12-09,22,0
C01253,Premium,East,2023-02-01,18-25,2024-12-27,4,0
C01254,Premium,North,2023-06-01,26-35,2024-10-14,78,0
C01255,Regular,South,2023-04-04,26-35,2024-12-17,14,0
C01256,Regular,North,2022-11-26,26-35,2024-12-18,13,0
C01257,Regular,East,2022-06-18,26-35,2024-08-18,135,1
C01258,Regular,North,2023-01-01,18-25,2024-07-20,164,1
C01259,Premium,South,2022-06-27,36-45,2024-07-17,167,1
C01260,Regular,West,2022-12-28,36-45,2024-11-16,45,0
C01261,Regular,North,2022-02-09,26-35,2024-10-19,73,0
C01262,Budget,South,2023-02-20,18-25,2024-12-17,14,0
C01263,Regular,South,2022-12-21,60+,2024-11-03,58,0
C01264,Regular,North,2022-09-12,26-35,2024-09-27,95,1
C01265,Premium,East,2022-05-23,46-60,2024-09-15,107,1
C01266,Premium,North,2022-01-11,26-35,2024-11-26,35,0
C01267,Regular,South,2022-01-26,18-25,2024-06-26,188,1
C01268,Regular,East,2023-02-25,26-35,2024-12-29,2,0
C01269,Regular,East,2022-08-09,26-35,2024-10-14,78,0
C01270,Regular,East,2023-05-11,46-60,2024-08-23,130,1
C01271,Regular,North,2022-08-25,36-45,2024-08-01,152,1
C01272,Budget,North,2022-08-25,26-35,2024-09-28,94,1
C01273,Budget,East,2022-08-07,60+,2024-09-05,117,1
C01274,Premium,South,2023-05-02,26-35,2024-10-30,62,0
C01275,Regular,West,2023-04-06,60+,2024-10-31,61,0
C01276,Premium,West,2022-05-24,60+,2024-06-19,195,1
C01277,Regular,West,2022-07-08,26-35,2024-09-28,94,1
C01278,Budget,South,2022-09-12,26-35,2024-11-08,53,0
C01279,Premium,South,2022-03-09,26-35,2024-12-04,27,0
C01280,Regular,East,2022-12-02,36-45,2024-12-14,17,0
C01281,Regular,South,2023-02-13,36-45,2024-05-10,235,1
C01282,Budget,North,2022-10-27,60+,2024-11-09,52,0
C01283,Regular,West,2022-12-23,36-45,2024-10-10,82,0
C01284,Premium,West,2022-09-13,26-35,2024-08-23,130,1
C01285,Regular,South,2022-12-19,18-25,2024-09-20,102,1
C01286,Regular,North,2023-06-05,36-45,2024-07-27,157,1
C01287,Premium,South,2023-06-08,26-35,2024-11-23,38,0
C01288,Regular,West,2022-10-11,46-60,2024-12-17,14,0
C01289,Premium,West,2022-11-08,26-35,2024-09-11,111,1
C01290,Premium,North,2022-04-09,26-35,2024-02-20,315,1
C01291,Regular,North,2022-07-16,18-25,2024-12-01,30,0
C01292,Premium,West,2023-04-27,36-45,2024-05-17,228,1
C01293,Regular,South,2022-08-14,18-25,2024-08-13,140,1
C01294,Regular,South,2022-12-31,46-60,2024-08-26,127,1
C01295,Budget,West,2023-01-03,26-35,2024-09-29,93,1
C01296,Regular,North,2022-03-16,46-60,2024-12-01,30,0
C01297,Premium,East,2022-02-11,36-45,2024-10-14,78,0
C01298,Premium,North,2023-02-26,18-25,2024-12-20,11,0
C01299,Regular,South,2022-06-30,46-60,2024-11-28,33,0
C01300,Budget,West,2023-06-29,18-25,2024-05-12,233,1
C01301,Premium,South,2022-03-12,26-35,2024-07-10,174,1
C01302,Budget,West,2022-04-15,26-35,2024-12-25,6,0
C01303,Premium,East,2022-07-19,46-60,2024-12-26,5,0
C01304,Regular,South,2022-04-11,60+,2024-11-13,48,0
C01305,Budget,North,2022-11-03,36-45,2024-03-21,285,1
C01306,Budget,South,2023-01-12,36-45,2024-11-20,41,0
C01307,Budget,South,2023-02-03,46-60,2023-11-19,408,1
C01308,Budget,North,2022-08-09,18-25,2024-08-29,124,1
C01309,Regular,South,2022-07-01,60+,2024-10-25,67,0
C01310,Budget,South,2022-11-03,26-35,2024-11-25,36,0
